id,title,work_role_id
K0051,"Knowledge of low-level computer languages (e.g., assembly languages). SP-DEV-001
K0060,Knowledge of operating systems.,SP-DEV-001
K0066,Knowledge of Privacy Impact Assessments.,SP-DEV-001
K0068,Knowledge of programming language structures and logic.,SP-DEV-001
K0070,"Knowledge of system and application security threats and vulnerabilities (e.g., buffer overflow, mobile code, cross-site scripting, Procedural Language/Structured Query Language [PL/SQL] and injections, race conditions, covert channel, replay, return-oriented attacks, malicious code). SP-DEV-001
K0073,"Knowledge of secure configuration management techniques. (e.g., Security Technical Implementation Guides (STIGs), cybersecurity best practices on cisecurity.org). SP-DEV-001
K0079,Knowledge of software debugging principles.,SP-DEV-001
K0080,"Knowledge of software design tools, methods, and techniques. SP-DEV-001
K0081,"Knowledge of software development models (e.g., Waterfall Model, Spiral Model). SP-DEV-001
K0082,Knowledge of software engineering.,SP-DEV-001
K0084,Knowledge of structured analysis principles and methods.,SP-DEV-001
K0086,"Knowledge of system design tools, methods, and techniques, including automated systems analysis and design tools. SP-DEV-001
K0105,"Knowledge of web services (e.g., service-oriented architecture, Simple Object Access Protocol, and web service description language). SP-DEV-001
K0139,Knowledge of interpreted and compiled computer languages.,SP-DEV-001
K0140,Knowledge of secure coding techniques.,SP-DEV-001
K0152,"Knowledge of software related information technology (IT) security principles and methods (e.g., modularization, layering, abstraction, data hiding, simplicity/minimization). SP-DEV-001
K0153,Knowledge of software quality assurance process.,SP-DEV-001
K0154,"Knowledge of supply chain risk management standards, processes, and practices. SP-DEV-001
K0170,Knowledge of critical infrastructure systems with information communication technology that were designed without system security considerations.,SP-DEV-001
K0179,"Knowledge of network security architecture concepts including topology, protocols, components, and principles (e.g., application of defense-in-depth). SP-DEV-001
K0199,"Knowledge of security architecture concepts and enterprise architecture reference models (e.g., Zachman, Federal Enterprise Architecture [FEA]). SP-DEV-001
K0202,"Knowledge of the application firewall concepts and functions (e.g., Single point of authentication/audit/policy enforcement, message scanning for malicious content, data anonymization for PCI and PII compliance, data loss protection scanning, accelerated cryptographic operations, SSL security, REST/JSON processing). SP-DEV-001
K0260,Knowledge of Personally Identifiable Information (PII) data security standards.,SP-DEV-001
K0261,Knowledge of Payment Card Industry (PCI) data security standards.,SP-DEV-001
K0262,Knowledge of Personal Health Information (PHI) data security standards.,SP-DEV-001
K0263,"Knowledge of information technology (IT) risk management policies, requirements, and procedures. SP-DEV-001
K0322,Knowledge of embedded systems.,SP-DEV-001
K0332,"Knowledge of network protocols such as TCP/IP, Dynamic Host Configuration, Domain Name System (DNS), and directory services. SP-DEV-001
K0342,"Knowledge of penetration testing principles, tools, and techniques. SP-DEV-001
K0343,Knowledge of root cause analysis techniques.,SP-DEV-001
K0624,Knowledge of Application Security Risks (e.g. Open Web Application Security Project Top 10 list),SP-DEV-001
S0001,Skill in conducting vulnerability scans and recognizing vulnerabilities in security systems.,SP-DEV-001
S0014,Skill in conducting software debugging.,SP-DEV-001
S0017,Skill in creating and utilizing mathematical or statistical models.,SP-DEV-001
S0019,"Skill in creating programs that validate and process multiple inputs including command line arguments, environmental variables, and input streams. SP-DEV-001
S0022,Skill in designing countermeasures to identified security risks.,SP-DEV-001
S0031,Skill in developing and applying security system access controls.,SP-DEV-001
S0034,"Skill in discerning the protection needs (i.e., security controls) of information systems and networks. SP-DEV-001
S0060,"Skill in writing code in a currently supported programming language (e.g., Java, C++). SP-DEV-001
S0135,"Skill in secure test plan design (e. g. unit, integration, system, acceptance). SP-DEV-001
S0138,"Skill in using Public-Key Infrastructure (PKI) encryption and digital signature capabilities into applications (e.g., S/MIME email, SSL traffic). SP-DEV-001
S0149,"Skill in developing applications that can log and handle errors, exceptions, and application faults and logging. SP-DEV-001
S0174,Skill in using code analysis tools.,SP-DEV-001
S0175,Skill in performing root cause analysis.,SP-DEV-001
S0367,"Skill to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation). SP-DEV-001
A0007,Ability to tailor code analysis for application-specific concerns.,SP-DEV-001
A0021,"Ability to use and understand complex mathematical concepts (e.g., discrete math). SP-DEV-001
A0047,"Ability to develop secure software according to secure software deployment methodologies, tools, and practices. SP-DEV-001
A0123,"Ability to apply cybersecurity and privacy principles to organizational requirements (relevant to confidentiality, integrity, availability, authentication, non-repudiation). SP-DEV-001
A0170,Ability to identify critical infrastructure systems with information communication technology that were designed without system security considerations.,SP-DEV-001
T0060,Develop an understanding of the needs and requirements of information end-users.,OM-KMG-001
T0154,Monitor and report the usage of knowledge management assets and resources.,OM-KMG-001
T0185,Plan and manage the delivery of knowledge management projects.,OM-KMG-001
T0209,Provide recommendations on data structures and databases that ensure correct and quality production of reports/management information.,OM-KMG-001
T0339,Lead efforts to promote the organization's use of knowledge management and information sharing.,OM-KMG-001
T0421,"Manage the indexing/cataloguing, storage, and access of explicit organizational knowledge (e.g., hard copy documents, digital files). OM-KMG-001
T0452,"Design, build, implement, and maintain a knowledge management framework that provides end-users access to the organization’s intellectual capital. OM-KMG-001
T0524,Promote knowledge sharing between information owners/users through an organization’s operational processes and systems.,OM-KMG-001
T0047,Correlate incident data to identify specific vulnerabilities and make recommendations that enable expeditious remediation.,PR-CIR-001
T0161,"Perform analysis of log files from a variety of sources (e.g., individual host logs, network traffic logs, firewall logs, and intrusion detection system [IDS] logs) to identify possible threats to network security. PR-CIR-001
T0163,"Perform cyber defense incident triage, to include determining scope, urgency, and potential impact, identifying the specific vulnerability, and making recommendations that enable expeditious remediation. PR-CIR-001
T0164,Perform cyber defense trend analysis and reporting.,PR-CIR-001
T0170,"Perform initial, forensically sound collection of images and inspect to discern possible mitigation/remediation on enterprise systems. PR-CIR-001
T0175,"Perform real-time cyber defense incident handling (e.g., forensic collections, intrusion correlation and tracking, threat analysis, and direct system remediation) tasks to support deployable Incident Response Teams (IRTs). PR-CIR-001
T0214,Receive and analyze network alerts from various sources within the enterprise and determine possible causes of such alerts.,PR-CIR-001
T0233,Track and document cyber defense incidents from initial detection through final resolution.,PR-CIR-001
T0246,"Write and publish cyber defense techniques, guidance, and reports on incident findings to appropriate constituencies. PR-CIR-001
T0262,"Employ approved defense-in-depth principles and practices (e.g., defense-in-multiple places, layered defenses, security robustness). PR-CIR-001
T0278,"Collect intrusion artifacts (e.g., source code, malware, Trojans) and use discovered data to enable mitigation of potential cyber defense incidents within the enterprise. PR-CIR-001
