date,domain_source,incumbents_responding,onet_soc_code,task,task_id,task_type,title
07/2013,Incumbent,81,51-2041.00,"Install boilers, containers, and other structures.",10056,Supplemental,Structural Metal Fabricators and Fitters
07/2013,Incumbent,82,51-2041.00,Direct welders to build up low spots or short pieces with weld.,10052,Supplemental,Structural Metal Fabricators and Fitters
08/2020,Incumbent,64,51-2051.00,"Release air bubbles and smooth seams, using rollers.",13970,Core,Fiberglass Laminators and Fabricators
08/2020,Incumbent,63,51-2051.00,"Spray chopped fiberglass, resins, and catalysts onto prepared molds or dies using pneumatic spray guns with chopper attachments.",13971,Core,Fiberglass Laminators and Fabricators
08/2020,Incumbent,63,51-2051.00,"Mix catalysts into resins, and saturate cloth and mats with mixtures, using brushes.",13974,Core,Fiberglass Laminators and Fabricators
08/2020,Incumbent,62,51-2051.00,"Check completed products for conformance to specifications and for defects by measuring with rulers or micrometers, by checking them visually, or by tapping them to detect bubbles or dead spots.",13976,Core,Fiberglass Laminators and Fabricators
08/2020,Incumbent,63,51-2051.00,"Pat or press layers of saturated mat or cloth into place on molds, using brushes or hands, and smooth out wrinkles and air bubbles with hands or squeegees.",13973,Core,Fiberglass Laminators and Fabricators
08/2020,Incumbent,64,51-2051.00,"Select precut fiberglass mats, cloth, and wood-bracing materials as required by projects being assembled.",13972,Core,Fiberglass Laminators and Fabricators
08/2020,Incumbent,63,51-2051.00,"Bond wood reinforcing strips to decks and cabin structures of watercraft, using resin-saturated fiberglass.",13975,Core,Fiberglass Laminators and Fabricators
08/2020,Incumbent,62,51-2051.00,"Trim excess materials from molds, using hand shears or trimming knives.",13977,Core,Fiberglass Laminators and Fabricators
08/2020,Incumbent,63,51-2051.00,"Apply layers of plastic resin to mold surfaces prior to placement of fiberglass mats, repeating layers until products have the desired thicknesses and plastics have jelled.",13980,Supplemental,Fiberglass Laminators and Fabricators
08/2020,Incumbent,64,51-2051.00,"Inspect, clean, and assemble molds before beginning work.",13984,Supplemental,Fiberglass Laminators and Fabricators
08/2020,Incumbent,63,51-2051.00,"Cure materials by letting them set at room temperature, placing them under heat lamps, or baking them in ovens.",13979,Supplemental,Fiberglass Laminators and Fabricators
08/2020,Incumbent,64,51-2051.00,Apply lacquers and waxes to mold surfaces to facilitate assembly and removal of laminated parts.,13982,Supplemental,Fiberglass Laminators and Fabricators
08/2020,Incumbent,64,51-2051.00,"Repair or modify damaged or defective glass-fiber parts, checking thicknesses, densities, and contours to ensure a close fit after repair.",13978,Supplemental,Fiberglass Laminators and Fabricators
08/2020,Incumbent,64,51-2051.00,"Mask off mold areas not to be laminated, using cellophane, wax paper, masking tape, or special sprays containing mold-release substances.",13981,Supplemental,Fiberglass Laminators and Fabricators
08/2020,Incumbent,63,51-2051.00,"Check all dies, templates, and cutout patterns to be used in the manufacturing process to ensure that they conform to dimensional data, photographs, blueprints, samples, or customer specifications.",13983,Supplemental,Fiberglass Laminators and Fabricators
08/2020,Incumbent,64,51-2051.00,Trim cured materials by sawing them with diamond-impregnated cutoff wheels.,13985,Supplemental,Fiberglass Laminators and Fabricators
06/2008,Incumbent,53,51-2061.00,"Assemble and install components of timepieces to complete mechanisms, using watchmakers' tools and loupes.",15003,Core,Timing Device Assemblers and Adjusters
06/2008,Incumbent,54,51-2061.00,"Observe operation of timepiece parts and subassemblies to determine accuracy of movement, and to diagnose causes of defects.",15004,Core,Timing Device Assemblers and Adjusters
06/2008,Incumbent,53,51-2061.00,"Test operation and fit of timepiece parts and subassemblies, using electronic testing equipment, tweezers, watchmakers' tools, and loupes.",15005,Core,Timing Device Assemblers and Adjusters
06/2008,Incumbent,54,51-2061.00,"Replace specified parts to repair malfunctioning timepieces, using watchmakers' tools, loupes, and holding fixtures.",15006,Core,Timing Device Assemblers and Adjusters
06/2008,Incumbent,53,51-2061.00,"Disassemble timepieces such as watches, clocks, and chronometers so that repairs can be made.",15007,Core,Timing Device Assemblers and Adjusters
06/2008,Incumbent,54,51-2061.00,"Clean and lubricate timepiece parts and assemblies, using solvents, buff sticks, and oil.",15008,Core,Timing Device Assemblers and Adjusters
06/2008,Incumbent,53,51-2061.00,"Examine components of timepieces such as watches, clocks, or chronometers for defects, using loupes or microscopes.",15009,Core,Timing Device Assemblers and Adjusters
06/2008,Incumbent,52,51-2061.00,"Bend parts, such as hairsprings, pallets, barrel covers, and bridges, to correct deficiencies in truing or endshake, using tweezers.",15010,Core,Timing Device Assemblers and Adjusters
06/2008,Incumbent,53,51-2061.00,Change timing weights on balance wheels to correct deficient timing.,15011,Supplemental,Timing Device Assemblers and Adjusters
06/2008,Incumbent,52,51-2061.00,"Adjust sizes or positioning of timepiece parts to achieve specified fit or function, using calipers, fixtures, and loupes.",15012,Supplemental,Timing Device Assemblers and Adjusters
06/2008,Incumbent,51,51-2061.00,Mount hairsprings and balance wheel assemblies between jaws of truing calipers.,15013,Supplemental,Timing Device Assemblers and Adjusters
06/2008,Incumbent,50,51-2061.00,Estimate spaces between collets and first inner coils to determine if spaces are within acceptable limits.,15014,Supplemental,Timing Device Assemblers and Adjusters
06/2008,Incumbent,50,51-2061.00,"Bend inner coils of springs away from or toward collets, using tweezers, to locate centers of collets in centers of springs, and to correct errors resulting from faulty colleting of coils.",15015,Supplemental,Timing Device Assemblers and Adjusters
06/2008,Incumbent,50,51-2061.00,"Turn wheels of calipers and examine springs, using loupes, to determine if center coils appear as perfect circles.",15016,Supplemental,Timing Device Assemblers and Adjusters
06/2008,Incumbent,52,51-2061.00,"Examine and adjust hairspring assemblies to ensure horizontal and circular alignment of hairsprings, using calipers, loupes, and watchmakers' tools.",15017,Supplemental,Timing Device Assemblers and Adjusters
06/2008,Incumbent,53,51-2061.00,"Review blueprints, sketches, or work orders to gather information about tasks to be completed.",15018,Supplemental,Timing Device Assemblers and Adjusters
06/2008,Incumbent,52,51-2061.00,"Tighten or replace loose jewels, using watchmakers' tools.",15019,Supplemental,Timing Device Assemblers and Adjusters
08/2020,Incumbent,83,51-2092.00,Perform quality checks on products and parts.,20157,Core,Team Assemblers
08/2020,Incumbent,83,51-2092.00,Review work orders and blueprints to ensure work is performed according to specifications.,20160,Core,Team Assemblers
08/2020,Incumbent,83,51-2092.00,Rotate through all the tasks required in a particular production process.,8468,Core,Team Assemblers
08/2020,Incumbent,83,51-2092.00,Determine work assignments and procedures.,8469,Core,Team Assemblers
08/2020,Incumbent,82,51-2092.00,Supervise assemblers and train employees on job procedures.,20163,Core,Team Assemblers
08/2020,Incumbent,82,51-2092.00,"Shovel, sweep, or otherwise clean work areas.",20159,Core,Team Assemblers
08/2020,Incumbent,83,51-2092.00,Provide assistance in the production of wiring assemblies.,8472,Supplemental,Team Assemblers
08/2020,Incumbent,83,51-2092.00,Maintain production equipment and machinery.,20162,Supplemental,Team Assemblers
08/2020,Incumbent,83,51-2092.00,Complete production reports to communicate team production level to management.,20161,Supplemental,Team Assemblers
08/2020,Incumbent,83,51-2092.00,Package finished products and prepare them for shipment.,20158,Supplemental,Team Assemblers
08/2020,Incumbent,83,51-2092.00,"Operate machinery and heavy equipment, such as forklifts.",20164,Supplemental,Team Assemblers
07/2015,Incumbent,84,51-3011.00,"Check products for quality, and identify damaged or expired goods.",20819,Core,Bakers
07/2015,Incumbent,83,51-3011.00,"Set oven temperatures, and place items into hot ovens for baking.",11916,Core,Bakers
07/2015,Incumbent,84,51-3011.00,"Combine measured ingredients in bowls of mixing, blending, or cooking machinery.",11917,Core,Bakers
07/2015,Incumbent,85,51-3011.00,"Place dough in pans, molds, or on sheets, and bake in production ovens or on grills.",11920,Core,Bakers
07/2015,Incumbent,85,51-3011.00,"Set time and speed controls for mixing machines, blending machines, or steam kettles so that ingredients will be mixed or cooked according to instructions.",11926,Core,Bakers
07/2015,Incumbent,84,51-3011.00,"Measure or weigh flour or other ingredients to prepare batters, doughs, fillings, or icings, using scales or graduated containers.",11918,Core,Bakers
07/2015,Incumbent,84,51-3011.00,"Observe color of products being baked, and adjust oven temperatures, humidity, or conveyor speeds accordingly.",11915,Core,Bakers
07/2015,Incumbent,85,51-3011.00,Check the quality of raw materials to ensure that standards and specifications are met.,11921,Core,Bakers
07/2015,Incumbent,85,51-3011.00,"Check equipment to ensure that it meets health and safety regulations, and perform maintenance or cleaning, as necessary.",11924,Core,Bakers
07/2015,Incumbent,84,51-3011.00,Adapt the quantity of ingredients to match the amount of items to be baked.,11922,Core,Bakers
07/2015,Incumbent,85,51-3011.00,"Apply glazes, icings, or other toppings to baked goods, using spatulas or brushes.",11923,Core,Bakers
07/2015,Incumbent,83,51-3011.00,"Decorate baked goods, such as cakes or pastries.",11925,Core,Bakers
07/2015,Incumbent,84,51-3011.00,"Roll, knead, cut, or shape dough to form sweet rolls, pie crusts, tarts, cookies, or other products.",11919,Core,Bakers
07/2015,Incumbent,84,51-3011.00,Direct or coordinate bakery deliveries.,11928,Core,Bakers
07/2015,Incumbent,85,51-3011.00,Order or receive supplies or equipment.,11929,Core,Bakers
07/2015,Incumbent,84,51-3011.00,Prepare or maintain inventory or production records.,11927,Core,Bakers
07/2015,Incumbent,82,51-3011.00,Operate slicing or wrapping machines.,11930,Supplemental,Bakers
07/2015,Incumbent,83,51-3011.00,Develop new recipes for baked goods.,11931,Supplemental,Bakers
07/2016,Incumbent,79,51-3021.00,Prepare and place meat cuts and products in display counter to appear attractive and catch the shopper's eye.,8784,Core,Butchers and Meat Cutters
07/2016,Incumbent,78,51-3021.00,"Wrap, weigh, label, and price cuts of meat.",8783,Core,Butchers and Meat Cutters
07/2016,Incumbent,78,51-3021.00,"Cut, trim, bone, tie, and grind meats, such as beef, pork, poultry, and fish, to prepare in cooking form.",8786,Core,Butchers and Meat Cutters
07/2016,Incumbent,79,51-3021.00,Prepare special cuts of meat ordered by customers.,8785,Core,Butchers and Meat Cutters
07/2016,Incumbent,79,51-3021.00,"Receive, inspect, and store meat upon delivery to ensure meat quality.",8787,Core,Butchers and Meat Cutters
07/2016,Incumbent,78,51-3021.00,Estimate requirements and order or requisition meat supplies to maintain inventories.,8789,Core,Butchers and Meat Cutters
